Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Open Interest,Expiration Date,52 Week Range,asset_type,50 Day Average,200 Day Average,3-Mo Return,YTD Return,Market Cap,PE Ratio (TTM)
CLBAX,American Funds American Balanced Fund Class 529-A,29.54,0.03,+0.10%,,,,,,Mutual Fund,29.23,28.87,1.79%,3.38%,,
RLBBX,American Funds American Balanced Fund,29.38,0.03,+0.10%,,,,,,Mutual Fund,29.06,28.7,1.61%,3.18%,,
BALCX,American Funds American Balanced Fund,29.38,0.03,+0.10%,,,,,,Mutual Fund,29.06,28.7,1.61%,3.18%,,
FBAFX,American Funds American Balanced Fund,29.6,0.03,+0.10%,,,,,,Mutual Fund,29.3,28.93,1.85%,3.45%,,
FBONX,American Funds American Balanced Fund,29.59,0.04,+0.14%,,,,,,Mutual Fund,29.29,28.93,1.89%,3.49%,,
RLBAX,American Funds American Balanced Fund,29.35,0.03,+0.10%,,,,,,Mutual Fund,29.03,28.67,1.61%,3.18%,,
CLBCX,American Funds American Balanced Fund,29.58,0.03,+0.10%,,,,,,Mutual Fund,29.26,28.9,1.59%,3.18%,,
RLBFX,American Funds American Balanced Fund Class R-5,29.64,0.03,+0.10%,,,,,,Mutual Fund,29.34,28.97,1.86%,3.45%,,
AMBFX,American Balanced Fund,29.58,0.03,+0.10%,,,,,,Mutual Fund,29.27,28.91,,,,
ABALX,American Funds American Balanced Fund Class A,29.6,0.03,+0.10%,,,,,,Mutual Fund,29.3,28.93,1.79%,3.39%,,
BALFX,American Funds American Balanced Fund,29.57,0.04,+0.14%,,,,,,Mutual Fund,29.27,28.9,1.82%,3.41%,,
RLBCX,American Funds American Balanced Fund Class R-3,29.42,0.04,+0.14%,,,,,,Mutual Fund,29.11,28.75,1.75%,3.32%,,
CLBEX,American Funds American Balanced Fund Class 529-E,29.52,0.04,+0.14%,,,,,,Mutual Fund,29.21,28.85,1.76%,3.32%,,
RLEFX,American Funds American Balanced Fund,29.57,0.03,+0.10%,,,,,,Mutual Fund,29.27,28.9,1.84%,3.43%,,
RLBGX,American Funds American Balanced Fund Class R-6,29.61,0.03,+0.10%,,,,,,Mutual Fund,29.31,28.94,1.87%,3.47%,,
RLBEX,American Funds American Balanced Fund,29.55,0.03,+0.10%,,,,,,Mutual Fund,29.24,28.88,1.82%,3.38%,,
CLBFX,American Funds American Balanced Fund Class 529-F,29.51,0.03,+0.10%,,,,,,Mutual Fund,29.21,28.84,1.85%,3.44%,,
RAMHX,American Funds American Balanced Fund Class R-2E,29.46,0.03,+0.10%,,,,,,Mutual Fund,29.15,28.79,1.68%,3.24%,,
AFMBX,American Funds American Balanced Fund,29.59,0.03,+0.10%,,,,,,Mutual Fund,29.28,28.92,1.91%,3.47%,,
CIREX,American Funds Capital Income Builder Class 529-E,64.22,0.15,+0.23%,,,,,,Mutual Fund,63.74,62.75,0.70%,2.82%,,
CAIBX,American Funds Capital Income Builder Class A,64.21,0.15,+0.23%,,,,,,Mutual Fund,63.74,62.74,0.76%,2.89%,,
RIRHX,American Funds Capital Income Builder,64.09,0.15,+0.23%,,,,,,Mutual Fund,63.63,62.64,0.79%,2.93%,,
RIRBX,American Funds Capital Income Builder Class R-2,64.27,0.15,+0.23%,,,,,,Mutual Fund,63.77,62.77,0.57%,2.69%,,
RIRCX,American Funds Capital Income Builder Class R-3,64.24,0.14,+0.22%,,,,,,Mutual Fund,63.75,62.76,0.67%,2.79%,,
CAIFX,American Funds Capital Income Builder,64.14,0.15,+0.23%,,,,,,Mutual Fund,63.68,62.68,0.83%,2.96%,,
CIRFX,American Funds Capital Income Builder,64.16,0.15,+0.23%,,,,,,Mutual Fund,63.7,62.7,0.79%,2.92%,,
FBCIX,American Funds Capital Income Builder,64.21,0.15,+0.23%,,,,,,Mutual Fund,63.75,62.75,0.83%,2.96%,,
RIREX,American Funds Capital Income Builder Class R-4,64.19,0.15,+0.23%,,,,,,Mutual Fund,63.72,62.72,0.76%,2.89%,,
RIRAX,American Funds Capital Income Builder,64.31,0.15,+0.23%,,,,,,Mutual Fund,63.81,62.81,0.57%,2.69%,,
CIBCX,American Funds Capital Income Builder Class C,64.41,0.15,+0.23%,,,,,,Mutual Fund,63.91,62.91,0.56%,2.68%,,
CIBFX,American Funds Capital Income Builder,64.21,0.15,+0.23%,,,,,,Mutual Fund,63.74,62.74,0.75%,2.88%,,
RIRFX,American Funds Capital Income Builder,64.21,0.15,+0.23%,,,,,,Mutual Fund,63.76,62.76,0.82%,2.95%,,
FWCBX,American Funds Capital Income Builder,64.19,0.15,+0.23%,,,,,,Mutual Fund,63.73,62.73,0.83%,2.96%,,
CFIHX,American Funds Capital Income Builder,64.17,0.15,+0.23%,,,,,,Mutual Fund,63.72,62.72,0.83%,2.98%,,
RIRGX,American Funds Capital Income Builder,64.18,0.15,+0.23%,,,,,,Mutual Fund,63.73,62.73,0.85%,2.98%,,
CIRCX,Capital Income Builder Class 529-C Shares,64.4,0.15,+0.23%,,,,,,Mutual Fund,63.9,62.89,0.55%,2.67%,,
RCEEX,American Funds Capital Income Builder Class R-2E,63.93,0.15,+0.23%,,,,,,Mutual Fund,63.45,62.46,0.64%,2.76%,,
CIRAX,American Funds Capital Income Builder Class 529-A,64.18,0.15,+0.23%,,,,,,Mutual Fund,63.72,62.72,0.75%,2.88%,,
DODGX,Dodge & Cox Stock Fund - Class I,216.04,0.89,+0.41%,,,,,,Mutual Fund,221.39,219.96,,,,
CFAEX,American Funds The Bond Fund of America,11.74,0.0,0.00%,,,,,,Mutual Fund,11.53,11.57,2.10%,3.94%,,
BFAFX,American Funds The Bond Fund of America Class F-1,11.74,0.0,0.00%,,,,,,Mutual Fund,11.53,11.57,2.16%,3.99%,,
BFFAX,American Funds The Bond Fund of America Class F-3,11.74,0.0,0.00%,,,,,,Mutual Fund,11.53,11.57,2.25%,4.10%,,
ABNFX,American Funds The Bond Fund of America Class F-2,11.74,0.0,0.00%,,,,,,Mutual Fund,11.53,11.57,2.23%,4.07%,,
CFAFX,American Funds The Bond Fund of America,11.74,0.0,0.00%,,,,,,Mutual Fund,11.53,11.57,2.20%,4.04%,,
RBFEX,American Funds The Bond Fund of America Class R-4,11.74,0.0,0.00%,,,,,,Mutual Fund,11.53,11.57,2.17%,4.01%,,
RBFFX,American Funds The Bond Fund of America Class R-5,11.74,0.0,0.00%,,,,,,Mutual Fund,11.53,11.57,2.24%,4.09%,,
CFAAX,American Funds The Bond Fund of America Class 529-A,11.74,0.0,0.00%,,,,,,Mutual Fund,11.53,11.57,2.15%,3.99%,,
RBFGX,American Funds The Bond Fund of America Class R-6,11.74,0.0,0.00%,,,,,,Mutual Fund,11.53,11.57,2.25%,4.10%,,
CFACX,American Funds The Bond Fund of America,11.74,0.0,0.00%,,,,,,Mutual Fund,11.53,11.57,1.96%,3.78%,,
FFBOX,American Funds The Bond Fund of America,11.74,0.0,0.00%,,,,,,Mutual Fund,11.53,11.57,2.23%,4.08%,,
RBEBX,American Funds The Bond Fund of America Class R-2E,11.74,0.0,0.00%,,,,,,Mutual Fund,11.53,11.57,2.05%,3.88%,,
RBFAX,American Funds The Bond Fund of America Class R-1,11.74,0.0,0.00%,,,,,,Mutual Fund,11.53,11.57,1.98%,3.81%,,
RBFBX,American Funds The Bond Fund of America Class R-2,11.74,0.0,0.00%,,,,,,Mutual Fund,11.53,11.57,1.98%,3.80%,,
RBFCX,American Funds The Bond Fund of America Class R-3,11.74,0.0,0.00%,,,,,,Mutual Fund,11.53,11.57,2.09%,3.92%,,
ABNDX,American Funds The Bond Fund of America Class A,11.74,0.0,0.00%,,,,,,Mutual Fund,11.53,11.57,2.16%,4.00%,,
FBOFX,American Funds The Bond Fund of America,11.74,0.0,0.00%,,,,,,Mutual Fund,11.53,11.57,2.24%,4.08%,,
BFACX,American Funds The Bond Fund of America Class C,11.74,0.0,0.00%,,,,,,Mutual Fund,11.53,11.57,1.98%,3.80%,,
RBFHX,American Funds The Bond Fund of America Class R-5E,11.74,0.0,0.00%,,,,,,Mutual Fund,11.53,11.57,2.22%,4.06%,,
DODIX,Dodge & Cox Income Fund,12.56,0.0,0.00%,,,,,,Mutual Fund,12.46,12.41,1.95%,3.95%,,
VWINX,Vanguard Wellesley Income Fund,24.8,0.01,+0.04%,,,,,,Mutual Fund,24.63,25.26,0.17%,2.26%,,
VWIAX,Vanguard Wellesley Income Fund Admiral Shares,60.08,0.02,+0.03%,,,,,,Mutual Fund,59.67,61.2,,,,
CNWEX,American Funds New World Fund Class 529-E,69.05,0.19,+0.28%,,,,,,Mutual Fund,68.58,65.89,3.42%,6.11%,,
RNWCX,American Funds New World Fund,69.17,0.18,+0.26%,,,,,,Mutual Fund,68.69,65.99,3.41%,6.10%,,
RNWFX,American Funds New World Fund Class R-5,70.6,0.19,+0.27%,,,,,,Mutual Fund,70.08,67.46,3.57%,6.26%,,
CNWAX,American Funds New World Fund Class 529-A,69.65,0.19,+0.27%,,,,,,Mutual Fund,69.16,66.49,3.48%,6.17%,,
RNWBX,American Funds New World Fund,67.23,0.18,+0.27%,,,,,,Mutual Fund,66.8,64.08,3.31%,5.97%,,
FWWNX,American Funds New World Fund,70.14,0.19,+0.27%,,,,,,Mutual Fund,69.63,67.03,3.56%,6.25%,,
CNWCX,American Funds New World Fund Class 529-C,67.2,0.18,+0.27%,,,,,,Mutual Fund,66.78,64.02,3.26%,5.94%,,
RNEBX,American Funds New World Fund,69.09,0.18,+0.26%,,,,,,Mutual Fund,68.62,65.89,3.37%,6.05%,,
RNWAX,American Funds New World Fund,67.2,0.18,+0.27%,,,,,,Mutual Fund,66.77,64.08,3.31%,5.98%,,
FNFWX,American Funds New World Fund,70.27,0.19,+0.27%,,,,,,Mutual Fund,69.75,67.13,3.56%,6.26%,,
CNWFX,American Funds New World Fund Class 529-F,69.44,0.19,+0.27%,,,,,,Mutual Fund,68.94,66.34,3.52%,6.22%,,
FNWFX,American Funds New World Fund,70.41,0.19,+0.27%,,,,,,Mutual Fund,69.89,67.29,3.58%,6.28%,,
NFFFX,American Funds New World Fund,70.17,0.19,+0.27%,,,,,,Mutual Fund,69.65,67.03,3.56%,6.25%,,
NEWFX,American Funds New World Fund Class A,70.37,0.19,+0.27%,,,,,,Mutual Fund,69.87,67.18,3.49%,6.17%,,
RNWEX,American Funds - New World Fund Inc Class R-4 Shares,69.9,0.18,+0.26%,,,,,,Mutual Fund,69.4,66.74,,,,
NWFFX,American Funds New World Fund Class F-1,69.88,0.19,+0.27%,,,,,,Mutual Fund,69.39,66.7,3.50%,6.18%,,
RNWHX,American Funds New World Fund Class R-5E,69.55,0.18,+0.26%,,,,,,Mutual Fund,69.04,66.44,3.53%,6.23%,,
NEWCX,American Funds New World Fund Class C,67.1,0.18,+0.27%,,,,,,Mutual Fund,66.67,63.91,3.30%,5.97%,,
RNWGX,American Funds New World Fund Class R-6,70.37,0.19,+0.27%,,,,,,Mutual Fund,69.85,67.25,3.58%,6.28%,,
TRAIX,T. Rowe Price Capital Appreciation Fund,31.61,0.1,+0.32%,,,,,,Mutual Fund,31.03,32.04,5.52%,6.70%,,
PACLX,T. Rowe Price Capital Appreciation Fund,31.13,0.1,+0.32%,,,,,,Mutual Fund,30.57,31.54,5.44%,6.59%,,
PRWCX,T. Rowe Price Capital Appreciation Fund,31.61,0.1,+0.32%,,,,,,Mutual Fund,31.03,32.0,5.49%,6.66%,,
FRGLX,First Eagle Global Fund Class R5,61.25,-0.04,-0.07%,,,,,,Mutual Fund,60.09,58.09,3.41%,6.53%,,
EAGRX,First Eagle Global Fund Class R4,62.16,-0.03,-0.05%,,,,,,Mutual Fund,60.99,58.92,3.41%,6.53%,,
FESGX,First Eagle Global Fund Class C,59.02,-0.03,-0.05%,,,,,,Mutual Fund,57.95,56.17,3.22%,6.31%,,
FEGRX,First Eagle Global Fund Class R6,62.17,-0.03,-0.05%,,,,,,Mutual Fund,60.98,58.99,3.50%,6.62%,,
SGENX,First Eagle Global Fund,61.78,-0.03,-0.05%,,,,,,Mutual Fund,60.62,58.59,3.42%,6.52%,,
EARGX,First Eagle Global Fund Class R3,61.73,-0.04,-0.06%,,,,,,Mutual Fund,60.57,58.56,3.35%,6.47%,,
SGIIX,First Eagle Global Fund,62.15,-0.03,-0.05%,,,,,,Mutual Fund,60.97,58.96,3.46%,6.59%,,
JLGRX,JPMorgan Large Cap Growth Fund,49.67,0.3,+0.60%,,,,,,Mutual Fund,48.91,48.94,8.69%,7.19%,,
OLGAX,JPMorgan Large Cap Growth Fund,46.67,0.28,+0.60%,,,,,,Mutual Fund,45.97,45.99,8.56%,7.09%,,
JLGZX,JPMorgan Large Cap Growth Fund,43.77,0.26,+0.59%,,,,,,Mutual Fund,43.13,43.2,8.50%,7.02%,,
OLGCX,JPMorgan Large Cap Growth Fund Class C,30.84,0.18,+0.58%,,,,,,Mutual Fund,30.4,30.71,8.44%,6.93%,,
JLGPX,JPMorgan Large Cap Growth Fund,47.0,0.28,+0.60%,,,,,,Mutual Fund,46.3,46.33,8.57%,7.09%,,
JLGMX,JPMorgan Large Cap Growth Fund,50.31,0.3,+0.60%,,,,,,Mutual Fund,49.53,49.57,8.71%,7.23%,,
JLGQX,JPMorgan Large Cap Growth Fund,47.82,0.29,+0.61%,,,,,,Mutual Fund,47.1,47.15,8.63%,7.15%,,
SEEGX,JPMorgan Large Cap Growth Fund I Class,47.93,0.29,+0.61%,,,,,,Mutual Fund,47.2,47.26,7.06%,7.80%,,
FDGRX,Fidelity Growth Company Fund,25.89,0.2,+0.77%,,,,,,Mutual Fund,25.15,25.33,14.53%,15.90%,,
XOM,Exxon Mobil Corporation,115.05,-1.94,-1.66%,15.749M,17.174M,,,,Equity,,,,,468.366B,8.82
TSM,Taiwan Semiconductor Manufacturing Company Limited,90.24,0.04,+0.04%,5.869M,12.882M,,,,Equity,,,,,467.992B,14.06
JPM,JPMorgan Chase & Co.,127.47,-0.14,-0.11%,8.739M,13.524M,,,,Equity,,,,,376.458B,10.56
CVX,Chevron Corporation,167.65,-2.23,-1.31%,5.387M,8.983M,,,,Equity,,,,,322.304B,9.29
PFE,Pfizer Inc.,41.5,-0.05,-0.12%,25.918M,23.219M,,,,Equity,,,,,234.243B,7.6
BHP,BHP Group Limited,59.96,-0.68,-1.12%,2.658M,3.205M,,,,Equity,,,,,221.193B,8.34
TM,Toyota Motor Corporation,138.87,-1.55,-1.10%,"223,837","225,053",,,,Equity,,,,,194.873B,10.47
TTE,TotalEnergies SE,62.8,0.08,+0.13%,"980,687",1.802M,,,,Equity,,,,,154.204B,8.0
HSBC,HSBC Holdings plc,35.18,0.49,+1.41%,1.415M,2.5M,,,,Equity,,,,,140.518B,9.38
SNY,Sanofi,55.93,1.09,+1.99%,2.686M,2.051M,,,,Equity,,,,,139.681B,15.12
INTC,Intel Corporation,32.81,-0.02,-0.06%,28.517M,47.762M,,,,Equity,,,,,138.062B,16.91
QCOM,QUALCOMM Incorporated,123.0,-0.04,-0.03%,5.261M,7.628M,,,,Equity,,,,,137.145B,11.77
UL,Unilever PLC,53.58,0.26,+0.49%,1.958M,1.981M,,,,Equity,,,,,135.427B,16.44
COP,ConocoPhillips,106.26,-1.49,-1.38%,4.757M,6.864M,,,,Equity,,,,,128.774B,7.29
DE,Deere & Company,369.65,-4.17,-1.12%,1.831M,1.583M,,,,Equity,,,,,109.535B,13.74
C,Citigroup Inc.,45.86,0.09,+0.20%,11.58M,20.157M,,,,Equity,,,,,89.889B,6.45
RIO,Rio Tinto Group,66.75,-0.1,-0.15%,1.802M,3.343M,,,,Equity,,,,,108.271B,8.76
SCHW,The Charles Schwab Corporation,49.35,0.48,+0.98%,28.04M,23.473M,,,,Equity,,,,,91.829B,14.1
EQNR,Equinor ASA,28.72,-0.58,-1.98%,3.359M,3.652M,,,,Equity,,,,,92.4B,3.25
CB,Chubb Limited,196.8,0.81,+0.41%,1.188M,1.877M,,,,Equity,,,,,81.504B,15.69
BTI,British American Tobacco p.l.c.,35.28,0.25,+0.71%,2.633M,3.989M,,,,Equity,,,,,78.884B,9.67
CI,The Cigna Group,265.29,-0.59,-0.22%,1.66M,1.764M,,,,Equity,,,,,78.8B,12.45
IBN,ICICI Bank Limited,21.7,0.04,+0.18%,3.634M,6.861M,,,,Equity,,,,,75.758B,19.73
VALE,Vale S.A.,15.1,-0.08,-0.53%,15.367M,22.585M,,,,Equity,,,,,70.531B,4.21
EOG,"EOG Resources, Inc.",119.37,-1.0,-0.83%,2.756M,3.981M,,,,Equity,,,,,70.157B,9.03
PBR,Petróleo Brasileiro S.A. - Petrobras,10.69,-0.18,-1.66%,12.685M,22.537M,,,,Equity,,,,,69.721B,1.9
PBR-A,Petróleo Brasileiro S.A. - Petrobras,9.51,-0.17,-1.76%,4.06M,8.957M,,,,Equity,,,,,66.665B,1.7
SAN,"Banco Santander, S.A.",3.8,0.09,+2.43%,3.129M,5.468M,,,,Equity,,,,,62.383B,6.33
FCX,Freeport-McMoRan Inc.,40.29,-0.03,-0.07%,7.762M,12.868M,,,,Equity,,,,,57.643B,17.22
OXY,Occidental Petroleum Corporation,63.04,-1.53,-2.37%,10.455M,14.043M,,,,Equity,,,,,56.845B,5.08
MPC,Marathon Petroleum Corporation,128.68,-4.03,-3.04%,3.217M,4.012M,,,,Equity,,,,,56.828B,4.6
STLA,Stellantis N.V.,17.65,0.07,+0.40%,3.479M,5.381M,,,,Equity,,,,,56.514B,3.03
CHTR,"Charter Communications, Inc.",350.27,-2.85,-0.81%,"765,105",1.133M,,,,Equity,,,,,53.469B,11.59
NGG,National Grid plc,71.31,0.94,+1.34%,"404,094","302,822",,,,Equity,,,,,52.447B,14.26
E,Eni S.p.A.,29.6,0.12,+0.41%,"181,393","425,511",,,,Equity,,,,,49.512B,3.43
PNC,"The PNC Financial Services Group, Inc.",121.88,0.45,+0.37%,3.31M,3.48M,,,,Equity,,,,,49.275B,8.79
GM,General Motors Company,34.59,-0.5,-1.42%,10.056M,15.484M,,,,Equity,,,,,49.134B,5.83
PXD,Pioneer Natural Resources Company,208.16,-2.24,-1.06%,1.693M,2.614M,,,,Equity,,,,,49.002B,6.68
VLO,Valero Energy Corporation,132.59,-2.5,-1.85%,3.117M,4.347M,,,,Equity,,,,,48.772B,4.57
PSX,Phillips 66,102.84,-1.59,-1.52%,3.665M,3.766M,,,,Equity,,,,,47.4B,4.42
ITUB,Itaú Unibanco Holding S.A.,4.8,-0.02,-0.41%,19.168M,33.133M,,,,Equity,,,,,46.919B,8.14
ING,ING Groep N.V.,12.43,0.28,+2.30%,2.866M,4.566M,,,,Equity,,,,,44.947B,11.0
HMC,"Honda Motor Co., Ltd.",26.13,-0.45,-1.69%,"794,601",1.051M,,,,Equity,,,,,45.488B,8.46
TFC,Truist Financial Corporation,32.74,0.72,+2.25%,10.451M,12.613M,,,,Equity,,,,,43.483B,7.39
HES,Hess Corporation,140.88,-1.33,-0.94%,1.419M,1.859M,,,,Equity,,,,,43.135B,20.81
LYG,Lloyds Banking Group plc,2.39,0.02,+0.84%,12.177M,11.073M,,,,Equity,,,,,39.8B,6.64
ADM,Archer-Daniels-Midland Company,78.74,-0.67,-0.84%,2.339M,3.266M,,,,Equity,,,,,43.027B,10.21
BBVA,"Banco Bilbao Vizcaya Argentaria, S.A.",7.12,0.08,+1.14%,1.528M,1.68M,,,,Equity,,,,,42.81B,6.59
KMI,"Kinder Morgan, Inc.",17.71,0.0,0.00%,7.616M,13.148M,,,,Equity,,,,,39.812B,15.81
ET,Energy Transfer LP,12.51,-0.25,-1.96%,9.482M,13.432M,,,,Equity,,,,,38.713B,8.94
DOW,Dow Inc.,54.66,0.02,+0.04%,4.771M,5.238M,,,,Equity,,,,,38.699B,8.82
AIG,"American International Group, Inc.",51.08,0.84,+1.67%,3.342M,5.462M,,,,Equity,,,,,37.476B,3.93
MFG,"Mizuho Financial Group, Inc.",2.91,-0.01,-0.34%,"653,486",1.272M,,,,Equity,,,,,36.874B,8.08
NUE,Nucor Corporation,145.53,2.06,+1.44%,2.13M,1.879M,,,,Equity,,,,,36.757B,5.05
COF,Capital One Financial Corporation,94.93,0.09,+0.09%,1.987M,3.473M,,,,Equity,,,,,36.306B,5.3
CRH,CRH plc,47.77,0.67,+1.42%,"612,446","747,524",,,,Equity,,,,,35.444B,13.73
NTR,Nutrien Ltd.,68.01,-3.42,-4.79%,2.862M,2.21M,,,,Equity,,,,,34.779B,4.8
DVN,Devon Energy Corporation,52.91,-0.62,-1.16%,6.127M,10.497M,,,,Equity,,,,,34.603B,5.8
CVE,Cenovus Energy Inc.,17.78,-0.6,-3.26%,8.115M,7.49M,,,,Equity,,,,,34.408B,7.47
ON,ON Semiconductor Corporation,75.34,-1.2,-1.57%,3.526M,7.042M,,,,Equity,,,,,33.374B,18.79
ORAN,Orange S.A.,12.48,0.14,+1.13%,"463,250","471,153",,,,Equity,,,,,33.182B,15.6
DHI,"D.R. Horton, Inc.",95.64,-1.75,-1.80%,3.508M,3.025M,,,,Equity,,,,,32.842B,5.94
NWG,NatWest Group plc,6.72,0.09,+1.36%,1.051M,1.7M,,,,Equity,,,,,32.203B,7.55
AMP,"Ameriprise Financial, Inc.",297.32,-1.17,-0.39%,"407,384","630,137",,,,Equity,,,,,31.302B,13.21
BNTX,BioNTech SE,128.9,3.3,+2.63%,"377,322","660,985",,,,Equity,,,,,31.131B,3.24
VOD,Vodafone Group Public Limited Company,11.33,0.16,+1.43%,3.848M,7.953M,,,,Equity,,,,,30.583B,14.34
HAL,Halliburton Company,32.71,-0.35,-1.06%,5.722M,9.701M,,,,Equity,,,,,29.685B,18.91
BCS,Barclays PLC,7.55,0.15,+2.03%,7.642M,7.337M,,,,Equity,,,,,29.611B,5.1
OKE,"ONEOK, Inc.",65.69,-0.3,-0.45%,1.892M,2.588M,,,,Equity,,,,,29.378B,17.11
HPQ,HP Inc.,29.29,-0.12,-0.41%,3.824M,6.275M,,,,Equity,,,,,28.998B,11.49
LEN-B,Lennar Corporation,86.71,-1.52,-1.72%,"67,956","74,025",,,,Equity,,,,,28.852B,5.39
LEN,Lennar Corporation,102.06,-1.97,-1.89%,1.621M,2.26M,,,,Equity,,,,,28.802B,6.34
TLK,Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk,28.37,0.28,+1.00%,"191,348","229,306",,,,Equity,,,,,28.104B,19.98
FERG,Ferguson plc,124.73,0.21,+0.17%,1.124M,1.3M,,,,Equity,,,,,26.334B,12.64
FANG,"Diamondback Energy, Inc.",140.55,-2.43,-1.70%,1.684M,2.426M,,,,Equity,,,,,25.804B,5.81
ACGL,Arch Capital Group Ltd.,68.94,0.35,+0.51%,1.979M,2.134M,,,,Equity,,,,,25.682B,18.14
TEF,"Telefónica, S.A.",4.44,0.04,+0.91%,"722,764",1.015M,,,,Equity,,,,,25.642B,13.06
DFS,Discover Financial Services,97.02,-0.38,-0.39%,1.73M,2.515M,,,,Equity,,,,,25.163B,6.26
URI,"United Rentals, Inc.",355.27,4.0,+1.14%,1.465M,"927,217",,,,Equity,,,,,25.202B,11.98
TROW,"T. Rowe Price Group, Inc.",109.22,-0.37,-0.34%,"978,784",1.777M,,,,Equity,,,,,24.747B,16.3
ALB,Albemarle Corporation,194.68,-2.03,-1.03%,2.014M,1.739M,,,,Equity,,,,,24.329B,8.52
MT,ArcelorMittal S.A.,28.12,-0.01,-0.04%,1.241M,2.614M,,,,Equity,,,,,22.773B,2.76
EC,Ecopetrol S.A.,10.91,-0.23,-2.06%,1.068M,2.208M,,,,Equity,,,,,22.429B,3.29
UMC,United Microelectronics Corporation,8.53,0.1,+1.19%,4.374M,7.483M,,,,Equity,,,,,21.683B,7.48
HIG,"The Hartford Financial Services Group, Inc.",69.86,0.61,+0.88%,1.1M,2.261M,,,,Equity,,,,,21.87B,12.84
DAL,"Delta Air Lines, Inc.",33.69,0.23,+0.69%,6.144M,10.03M,,,,Equity,,,,,21.603B,16.2
RYAAY,Ryanair Holdings plc,94.0,3.5,+3.87%,"576,806","382,070",,,,Equity,,,,,21.407B,14.22
SQM,Sociedad Química y Minera de Chile S.A.,73.36,-0.45,-0.61%,1.246M,1.626M,,,,Equity,,,,,20.954B,5.36
PKX,POSCO Holdings Inc.,67.93,-1.81,-2.60%,"386,406","231,429",,,,Equity,,,,,20.866B,9.12
LH,Laboratory Corporation of America Holdings,232.18,-1.83,-0.78%,"406,598","614,717",,,,Equity,,,,,20.548B,16.62
CNHI,CNH Industrial N.V.,13.86,0.13,+0.95%,7.325M,4.907M,,,,Equity,,,,,19.853B,10.27
MTB,M&T Bank Corporation,117.57,0.16,+0.14%,1.448M,1.93M,,,,Equity,,,,,19.757B,10.2
ERIC,Telefonaktiebolaget LM Ericsson (publ),5.88,0.02,+0.34%,8.804M,10.094M,,,,Equity,,,,,19.581B,10.89
RJF,"Raymond James Financial, Inc.",89.35,-0.43,-0.48%,1.278M,1.591M,,,,Equity,,,,,19.323B,12.44
CNP,"CenterPoint Energy, Inc.",30.77,0.38,+1.25%,4.625M,3.942M,,,,Equity,,,,,19.416B,19.35
IX,ORIX Corporation,81.94,0.13,+0.16%,"24,006","26,756",,,,Equity,,,,,18.914B,8.21
CTRA,Coterra Energy Inc.,24.94,-0.47,-1.85%,5.164M,9.258M,,,,Equity,,,,,19.092B,4.91
ELP,Companhia Paranaense de Energia - COPEL,6.84,0.0,0.00%,"375,573","407,987",,,,Equity,,,,,18.718B,62.18
SWKS,"Skyworks Solutions, Inc.",111.35,-1.13,-1.00%,1.25M,1.829M,,,,Equity,,,,,17.722B,15.17
STLD,"Steel Dynamics, Inc.",103.43,0.21,+0.20%,1.67M,1.891M,,,,Equity,,,,,17.656B,4.94
^SP500-50203010,S&P 500 Interactive Media & Ser,165.38,5.27,+3.29%,,,,,,Index,,,,,,
^SP500-502030,S&P 500 Interactive Media & Ser,165.38,5.27,+3.29%,,,,,,Index,,,,,,
^SP1500-502030,S&P Composite 1500 Interactive,164.80,5.22,+3.27%,,,,,,Index,,,,,,
^SP1500-50203010,S&P Composite 1500 Interactive,164.80,5.22,+3.27%,,,,,,Index,,,,,,
^DJUSNS,Dow Jones U.S. Internet Index,"2,540.81",74.87,+3.04%,,,,,,Index,,,,,,
^SP500-5020,S&P 500 Media & Entertainment (,768.97,16.26,+2.16%,,,,,,Index,,,,,,
^SP1500-5020,S&P Composite 1500 Media & Ente,739.28,15.45,+2.13%,,,,,,Index,,,,,,
^DJUSSV,Dow Jones U.S. Software & Compu,"4,160.14",78.31,+1.92%,,,,,,Index,,,,,,
^SP500-50,S&P 500 Telecommunication Services (Sector),196.00,3.29,+1.71%,,,,,,Index,,,,,,
^SP1500-50,S&P Composite 1500 Communicatio,194.43,3.23,+1.69%,,,,,,Index,,,,,,
^DJUSSW,Dow Jones U.S. Software Index,"4,685.19",70.42,+1.53%,,,,,,Index,,,,,,
^SP1500-40101015,S&P Composite 1500 Regional Ban,89.93,1.16,+1.31%,,,,,,Index,,,,,,
^DJUSTC,Dow Jones U.S. Technology Index,"3,831.70",39.61,+1.04%,,,,,,Index,,,,,,
^SP1500-4010,S&P Composite 1500 Banks (Indus,294.04,2.57,+0.88%,,,,,,Index,,,,,,
^SP1500-401010,S&P Composite 1500 Banks (Indus,411.11,3.59,+0.88%,,,,,,Index,,,,,,
^DJUSBK,Dow Jones U.S. Banks Index,391.10,3.32,+0.86%,,,,,,Index,,,,,,
^SP500-4010,S&P 500 Banks (Industry Group),280.01,2.27,+0.82%,,,,,,Index,,,,,,
^SP500-401010,S&P 500 Banks (Industry),400.04,3.24,+0.82%,,,,,,Index,,,,,,
^IXIC,NASDAQ Composite,"12,087.96",91.09,+0.76%,,,,,,Index,,,,,,
^NDX,NASDAQ 100,"13,062.60",95.4,+0.74%,,,,,,Index,,,,,,
